Categoria criminologa,Sottocategoria Criminologica,Circoscrizione,Localita,Area Verde,Data,Ora
Qualità Urbana,Decoro e degrado urbano,8,MONCALIERI/(CORSO)                                                    ,,29/01/2018,
Qualità Urbana,Decoro e degrado urbano,9,ARDUINO GASPARE - VERA - LIBERA (VIA)                                 ,,31/01/2018,08.06
Qualità Urbana,Decoro e degrado urbano,4,PIANEZZA/(VIA)                                                        ,,01/02/2018,
Qualità Urbana,Decoro e degrado urbano,5,COPPINO/MICHELE (VIA)                                                 ,,05/02/2018,
Qualità Urbana,Decoro e degrado urbano,6,FOSSATA/(VIA)                                                         ,,05/02/2018,
Qualità Urbana,Decoro e degrado urbano,1,AMENDOLA/GIOVANNI (VIA)                                               ,,06/02/2018,
Qualità Urbana,Decoro e degrado urbano,8,MORGARI/ODDINO (VIA)                                                  ,,06/02/2018,10.30
Qualità Urbana,Decoro e degrado urbano,1,CESARE AUGUSTO/(PIAZZA)                                               ,,06/02/2018,12.44
Qualità Urbana,Decoro e degrado urbano,4,DIGIONE/(VIA)                                                         ,,07/02/2018,
Qualità Urbana,Decoro e degrado urbano,4,TASSONI/ALESSANDRO (CORSO)                                            ,,07/02/2018,
Qualità Urbana,Decoro e degrado urbano,7,GIULIO CESARE/(CORSO)                                                 ,,07/02/2018,
Qualità Urbana,Decoro e degrado urbano,7,S. MAURIZIO/(CORSO)                                                   ,,07/02/2018,
Qualità Urbana,Decoro e degrado urbano,5,ROCCAVIONE CONTE DI/(VIA)                                             ,,08/02/2018,09.41
Qualità Urbana,Decoro e degrado urbano,3,SUSA/(VIA)                                                            ,Area Verde,08/02/2018,10.09
Qualità Urbana,Decoro e degrado urbano,1,VINZAGLIO/(CORSO)                                                     ,,09/02/2018,
Qualità Urbana,Decoro e degrado urbano,6,FOSSATA/(VIA)                                                         ,,09/02/2018,
Qualità Urbana,Decoro e degrado urbano,,,,10/02/2018,
Qualità Urbana,Decoro e degrado urbano,3,CAVALLERMAGGIORE/(VIA)                                                ,,12/02/2018,
Qualità Urbana,Decoro e degrado urbano,8,CREUSA ALLA VAL PATTONERA/(STRADA DALLA)                              ,,12/02/2018,
Qualità Urbana,Decoro e degrado urbano,3,STELVIO/(VIA)                                                         ,,12/02/2018,12.01
Qualità Urbana,Decoro e degrado urbano,6,BANDELLO/MATTEO (VIA)                                                 ,,13/02/2018,
Qualità Urbana,Decoro e degrado urbano,7,BRESCIA/(CORSO)                                                       ,,13/02/2018,
Qualità Urbana,Decoro e degrado urbano,7,PEDROTTI/CARLO (VIA)                                                  ,,13/02/2018,
Qualità Urbana,Decoro e degrado urbano,7,PRIOCCA/CLEMENTE DAMIANO (VIA)                                        ,,13/02/2018,
Qualità Urbana,Decoro e degrado urbano,5,SANSOVINO/ANDREA (VIA)                                                ,,14/02/2018,
Qualità Urbana,Decoro e degrado urbano,7,BIELLA/(VIA)                                                          ,,14/02/2018,
Qualità Urbana,Decoro e degrado urbano,2,SALVEMINI/GAETANO (CORSO)                                             ,,15/02/2018,
Qualità Urbana,Decoro e degrado urbano,6,DERNA/(PIAZZA)                                                        ,,15/02/2018,
Qualità Urbana,Decoro e degrado urbano,9,CAIO PLINIO/(CORSO)                                                   ,,15/02/2018,
Qualità Urbana,Decoro e degrado urbano,5,SEGANTINI/GIOVANNI (VIA)                                              ,,15/02/2018,10.34
Qualità Urbana,Decoro e degrado urbano,2,S. MARINO/(VIA)                                                       ,,16/02/2018,
Qualità Urbana,Decoro e degrado urbano,7,PERUGIA/(VIA)                                                         ,,16/02/2018,
Qualità Urbana,Decoro e degrado urbano,7,RAGAZZONI/ERNESTO (VIA)                                               ,,16/02/2018,10.44
Qualità Urbana,Decoro e degrado urbano,6,VILLARETTO A BORGARO/(STRADA DA)                                      ,,19/02/2018,
Qualità Urbana,Decoro e degrado urbano,3,GERMONIO/ANASTASIO (VIA)                                              ,,20/02/2018,
Qualità Urbana,Decoro e degrado urbano,3,PRINCIPI D'ACAJA/(VIA)                                                ,,20/02/2018,
Qualità Urbana,Decoro e degrado urbano,3,TRAPANI/(CORSO)                                                       ,,20/02/2018,
Qualità Urbana,Decoro e degrado urbano,5,REISS ROMOLI/GUGLIELMO (VIA)                                          ,,20/02/2018,
Qualità Urbana,Decoro e degrado urbano,6,GIULIO CESARE/(CORSO)                                                 ,,20/02/2018,
Qualità Urbana,Decoro e degrado urbano,2,BUENOS AIRES/(VIA)                                                    ,Area Verde,20/02/2018,08.29
Qualità Urbana,Decoro e degrado urbano,5,LOMBARDIA/(CORSO)                                                     ,,21/02/2018,
Qualità Urbana,Decoro e degrado urbano,1,DICIOTTO DICEMBRE/(PIAZZA)                                            ,,22/02/2018,
Qualità Urbana,Decoro e degrado urbano,6,MONTEVERDI/CLAUDIO (VIA)                                              ,,22/02/2018,
Qualità Urbana,Decoro e degrado urbano,1,CAVOUR (VIA)                                                          ,,23/02/2018,
Qualità Urbana,Decoro e degrado urbano,4,BORGOMANERO/(VIA)                                                     ,,23/02/2018,
Qualità Urbana,Decoro e degrado urbano,6,VOLPIANO/(VIA)                                                        ,,23/02/2018,09.42
Qualità Urbana,Decoro e degrado urbano,8,MARCONI/GUGLIELMO (CORSO)                                             ,,24/02/2018,
Qualità Urbana,Decoro e degrado urbano,2,GRAGLIA/(VIA)                                                         ,,26/02/2018,
Qualità Urbana,Decoro e degrado urbano,4,CORIO/(VIA)                                                           ,,26/02/2018,
Qualità Urbana,Decoro e degrado urbano,8,NIZZA/(PIAZZA)                                                        ,,26/02/2018,
Qualità Urbana,Decoro e degrado urbano,5,FORLI'/(VIA)                                                          ,,27/02/2018,
Qualità Urbana,Decoro e degrado urbano,7,MONGRANDO/(VIA)                                                       ,,27/02/2018,
Qualità Urbana,Decoro e degrado urbano,5,SIRTORI/GIUSEPPE (VIA)                                                ,,28/02/2018,
Qualità Urbana,Decoro e degrado urbano,6,CHIESA/DAMIANO (LARGO)                                                ,,28/02/2018,12.59
Qualità Urbana,Decoro e degrado urbano,1,PEANO/GIUSEPPE (VIA)                                                  ,,01/03/2018,
Qualità Urbana,Decoro e degrado urbano,4,TELESIO/BERNARDINO (CORSO)                                            ,Area Verde,01/03/2018,
Qualità Urbana,Decoro e degrado urbano,6,CENA/GIOVANNI (VIA)                                                   ,,01/03/2018,
Qualità Urbana,Decoro e degrado urbano,8,D'AZEGLIO/MASSIMO (CORSO)                                             ,,01/03/2018,
Qualità Urbana,Decoro e degrado urbano,2,BARLETTA/(VIA)                                                        ,,05/03/2018,
Qualità Urbana,Decoro e degrado urbano,5,CHIESA DELLA SALUTE/(VIA)                                             ,,05/03/2018,
Qualità Urbana,Decoro e degrado urbano,2,ORBASSANO/(CORSO)                                                     ,,06/03/2018,
Qualità Urbana,Decoro e degrado urbano,8,CEPPI/CARLO (VIALE)                                                   ,Area Verde,06/03/2018,
Qualità Urbana,Decoro e degrado urbano,4,TASSONI/ALESSANDRO (CORSO)                                            ,,06/03/2018,13.50
Qualità Urbana,Decoro e degrado urbano,3,BRISSOGNE/(VIA)                                                       ,,07/03/2018,
Qualità Urbana,Decoro e degrado urbano,5,LIGURIA/(LUNGO DORA)                                                  ,,07/03/2018,
Qualità Urbana,Decoro e degrado urbano,5,ORBETELLO/(VIA)                                                       ,,07/03/2018,
Qualità Urbana,Decoro e degrado urbano,6,QUERCE/(VIA DELLE)                                                    ,,07/03/2018,
Qualità Urbana,Decoro e degrado urbano,2,FILADELFIA/(VIA)                                                      ,,07/03/2018,07.56
Qualità Urbana,Decoro e degrado urbano,2,BALTIMORA/(VIA)                                                       ,,08/03/2018,
Qualità Urbana,Decoro e degrado urbano,6,PASCOLO/(STRADA DEL)                                                  ,,09/03/2018,
Qualità Urbana,Decoro e degrado urbano,10,VIGLIANI/ONORATO (VIA)                                                ,,12/03/2018,
Qualità Urbana,Decoro e degrado urbano,2,ELBA/(VIA)                                                            ,,12/03/2018,08.26
Qualità Urbana,Decoro e degrado urbano,10,ORBASSANO/(CORSO)                                                     ,,12/03/2018,09.10
Qualità Urbana,Decoro e degrado urbano,3,OSASCO/(VIA)                                                          ,,13/03/2018,
Qualità Urbana,Decoro e degrado urbano,4,LE CHIUSE/(VIA)                                                       ,,13/03/2018,
Qualità Urbana,Decoro e degrado urbano,4,S. GIOVANNI BOSCO/(VIA)                                               ,,13/03/2018,
Qualità Urbana,Decoro e degrado urbano,6,GIULIO CESARE/(CORSO)                                                 ,,13/03/2018,
Qualità Urbana,Decoro e degrado urbano,7,CASALE/(CORSO)                                                        ,,13/03/2018,
Qualità Urbana,Decoro e degrado urbano,2,SEBASTOPOLI/(CORSO)                                                   ,,13/03/2018,10.42
Qualità Urbana,Decoro e degrado urbano,2,SALVEMINI/GAETANO (CORSO)                                             ,,13/03/2018,12.30
Qualità Urbana,Decoro e degrado urbano,3,MONTE ORTIGARA/(VIA)                                                  ,,14/03/2018,
Qualità Urbana,Decoro e degrado urbano,3,TRAPANI/(CORSO)                                                       ,Area Verde,14/03/2018,
Qualità Urbana,Decoro e degrado urbano,4,PISTOIA/(VIA)                                                         ,,14/03/2018,08.34
Qualità Urbana,Decoro e degrado urbano,5,VENARIA/(STRADA ANTICA DELLA)                                         ,,14/03/2018,08.54
Qualità Urbana,Decoro e degrado urbano,2,GORIZIA/(VIA)                                                         ,,15/03/2018,
Qualità Urbana,Decoro e degrado urbano,4,ASINARI DI BERNEZZO/VITTORIO (VIA)                                    ,,15/03/2018,
Qualità Urbana,Decoro e degrado urbano,4,NETRO/(VIA)                                                           ,,15/03/2018,
Qualità Urbana,Decoro e degrado urbano,6,SEMPIONE/(VIA)                                                        ,,15/03/2018,
Qualità Urbana,Decoro e degrado urbano,6,SANTHIA'/(VIA)                                                        ,,15/03/2018,12.00
Qualità Urbana,Decoro e degrado urbano,7,BRESCIA/(CORSO)                                                       ,,16/03/2018,
Qualità Urbana,Decoro e degrado urbano,7,VARESE/(VIA)                                                          ,,16/03/2018,13.17
Qualità Urbana,Decoro e degrado urbano,1,GIOVANNI DA VERAZZANO/(VIA)                                           ,,18/03/2018,
Qualità Urbana,Decoro e degrado urbano,2,UNIONE SOVIETICA/(CORSO)                                              ,,19/03/2018,07.32
Qualità Urbana,Decoro e degrado urbano,2,SIRACUSA/(CORSO)                                                      ,,19/03/2018,13.09
Qualità Urbana,Decoro e degrado urbano,2,SEBASTOPOLI/(CORSO)                                                   ,,20/03/2018,
Qualità Urbana,Decoro e degrado urbano,9,VENTIMIGLIA/(VIA)                                                     ,,20/03/2018,
Qualità Urbana,Decoro e degrado urbano,1,FERRARIS/GALILEO (CORSO)                                              ,,21/03/2018,
Qualità Urbana,Decoro e degrado urbano,2,PERTINACE/PUBLIO ELVIO (VIA)                                          ,,21/03/2018,
Qualità Urbana,Decoro e degrado urbano,7,BRESCIA/(CORSO)                                                       ,,22/03/2018,10.06
Qualità Urbana,Decoro e degrado urbano,4,CARRERA/VALENTINO (VIA)                                               ,,22/03/2018,11.30
Qualità Urbana,Decoro e degrado urbano,1,REGINA MARGHERITA/(CORSO)                                             ,Area Verde,23/03/2018,
Qualità Urbana,Decoro e degrado urbano,1,DES AMBROIS/LUIGI (VIA)                                               ,,23/03/2018,12.07
Qualità Urbana,Decoro e degrado urbano,6,GIULIO CESARE/(CORSO)                                                 ,,24/03/2018,
Qualità Urbana,Decoro e degrado urbano,3,PRALI/(VIA)                                                           ,,26/03/2018,
Qualità Urbana,Decoro e degrado urbano,3,ROSSELLI/CARLO E NELLO (CORSO)                                        ,,26/03/2018,
Qualità Urbana,Decoro e degrado urbano,5,VITERBO/(VIA)                                                         ,,27/03/2018,09.27
Qualità Urbana,Decoro e degrado urbano,3,BOGGIO/PIER CARLO (VIA)                                               ,,27/03/2018,10.28
Qualità Urbana,Decoro e degrado urbano,3,PESCHIERA/(CORSO)                                                     ,,28/03/2018,
Qualità Urbana,Decoro e degrado urbano,3,PESCHIERA/(CORSO)                                                     ,,28/03/2018,
Qualità Urbana,Decoro e degrado urbano,4,CHIRONI/GIAMPIETRO (PIAZZA)                                           ,,28/03/2018,
Qualità Urbana,Decoro e degrado urbano,6,MONTANARO/(VIA)                                                       ,,28/03/2018,11.04
Qualità Urbana,Decoro e degrado urbano,7,RAGAZZONI/ERNESTO (VIA)                                               ,,29/03/2018,
Qualità Urbana,Decoro e degrado urbano,6,PAGANINI/NICOLO' (VIA)                                                ,,29/03/2018,12.35
Qualità Urbana,Decoro e degrado urbano,3,CHIRIBIRI/ANTONIO (PIAZZALE)/                                         ,,30/03/2018,
Qualità Urbana,Decoro e degrado urbano,8,MONCALIERI/(CORSO)                                                    ,,30/03/2018,11.04
Qualità Urbana,Decoro e degrado urbano,1,MATTEOTTI/GIACOMO (CORSO)                                             ,,31/03/2018,
Qualità Urbana,Decoro e degrado urbano,9,GUALA/PIETRO FRANCESCO (VIA)                                          ,,03/04/2018,12.28
Qualità Urbana,Decoro e degrado urbano,1,MAZZINI/GIUSEPPE (VIA)                                                ,,04/04/2018,
Qualità Urbana,Decoro e degrado urbano,1,PO/(VIA)                                                              ,,04/04/2018,
Qualità Urbana,Decoro e degrado urbano,3,RACCONIGI/(CORSO)                                                     ,,04/04/2018,
Qualità Urbana,Decoro e degrado urbano,4,CARRERA/VALENTINO (VIA)                                               ,,04/04/2018,
Qualità Urbana,Decoro e degrado urbano,7,METASTASIO/(VIA)                                                      ,,04/04/2018,
Qualità Urbana,Decoro e degrado urbano,6,FRANCESE/(STRADA DEL)                                                 ,,05/04/2018,
Qualità Urbana,Decoro e degrado urbano,2,SEBASTOPOLI/(CORSO)                                                   ,,06/04/2018,
Qualità Urbana,Decoro e degrado urbano,3,STELVIO/(VIA)                                                         ,,06/04/2018,
Qualità Urbana,Decoro e degrado urbano,8,NIZZA/(PIAZZA)                                                        ,,06/04/2018,09.09
Qualità Urbana,Decoro e degrado urbano,1,GIULIO/CARLO IGNAZIO (VIA)                                            ,,07/04/2018,
Qualità Urbana,Decoro e degrado urbano,6,BOLOGNA/(VIA)                                                         ,,09/04/2018,
Qualità Urbana,Decoro e degrado urbano,4,TASSONI/ALESSANDRO (CORSO)                                            ,,09/04/2018,12.59
Qualità Urbana,Decoro e degrado urbano,1,DICIOTTO DICEMBRE/(PIAZZA)                                            ,,11/04/2018,
Qualità Urbana,Decoro e degrado urbano,1,REPUBBLICA/(PIAZZA DELLA)                                             ,,11/04/2018,
Qualità Urbana,Decoro e degrado urbano,6,SPONTINI/GASPARE (VIA)                                                ,,12/04/2018,
Qualità Urbana,Decoro e degrado urbano,6,CIGNA/FRANCESCO (VIA)                                                 ,,13/04/2018,
Qualità Urbana,Decoro e degrado urbano,8,MOROZZO/(STRADA DEL)                                                  ,,15/04/2018,
Qualità Urbana,Decoro e degrado urbano,3,PRINCIPI D'ACAJA/(VIA)                                                ,,16/04/2018,
Qualità Urbana,Decoro e degrado urbano,5,CASTELDELFINO/(VIA)                                                   ,,16/04/2018,
Qualità Urbana,Decoro e degrado urbano,,,Area Verde,17/04/2018,
Qualità Urbana,Decoro e degrado urbano,3,POLLENZO/(VIA)                                                        ,,17/04/2018,
Qualità Urbana,Decoro e degrado urbano,7,RAVENNA/(VIA)                                                         ,,17/04/2018,
Qualità Urbana,Decoro e degrado urbano,5,GROSSETO/(CORSO)                                                      ,,18/04/2018,
Qualità Urbana,Decoro e degrado urbano,6,ALFANO/FRANCO (VIA)                                                   ,,18/04/2018,09.37
Qualità Urbana,Decoro e degrado urbano,8,MORGARI/ODDINO (VIA)                                                  ,,19/04/2018,
Qualità Urbana,Decoro e degrado urbano,10,TAZZOLI/ENRICO (CORSO)                                                ,,19/04/2018,
Qualità Urbana,Decoro e degrado urbano,6,COLONNA/VITTORIA (VIA)                                                ,,21/04/2018,
Qualità Urbana,Decoro e degrado urbano,5,NOASCA/(VIA)                                                          ,,22/04/2018,
Qualità Urbana,Decoro e degrado urbano,6,GIULIO CESARE/(CORSO)                                                 ,,23/04/2018,
Qualità Urbana,Decoro e degrado urbano,4,BRIONE/(VIA)                                                          ,,24/04/2018,
Qualità Urbana,Decoro e degrado urbano,4,COSSA/PIETRO (VIA)                                                    ,,24/04/2018,
Qualità Urbana,Decoro e degrado urbano,5,REYCEND/ENRICO (VIA)                                                  ,,24/04/2018,
Qualità Urbana,Decoro e degrado urbano,5,RIDOTTO/(VIA DEL)                                                     ,,24/04/2018,
Qualità Urbana,Decoro e degrado urbano,5,TOSCANA/(CORSO)                                                       ,,24/04/2018,
Qualità Urbana,Decoro e degrado urbano,7,CARMAGNOLA/(VIA)                                                      ,,24/04/2018,
Qualità Urbana,Decoro e degrado urbano,8,DONIZETTI/GAETANO (VIA)                                               ,,24/04/2018,
Qualità Urbana,Decoro e degrado urbano,4,TELESIO/BERNARDINO (CORSO)                                            ,,26/04/2018,
Qualità Urbana,Decoro e degrado urbano,8,PELLICO/SILVIO (VIA)                                                  ,,26/04/2018,
Qualità Urbana,Decoro e degrado urbano,8,VAL SALICE/(STRADA)                                                   ,,26/04/2018,
Qualità Urbana,Decoro e degrado urbano,9,GIORDANO/BRUNO (VIA)                                                  ,,26/04/2018,10.07
Qualità Urbana,Decoro e degrado urbano,3,CARAGLIO/(VIA)                                                        ,,26/04/2018,10.48
Qualità Urbana,Decoro e degrado urbano,7,CHIERI/(CORSO)                                                        ,,26/04/2018,11.28
Qualità Urbana,Decoro e degrado urbano,9,GENOVA/(VIA)                                                          ,,26/04/2018,11.47
Qualità Urbana,Decoro e degrado urbano,5,PERVINCHE/(VIA DELLE)                                                 ,,26/04/2018,12.30
Qualità Urbana,Decoro e degrado urbano,9,GENOVA/(VIA)                                                          ,,26/04/2018,14.06
Qualità Urbana,Decoro e degrado urbano,10,VIGLIANI/ONORATO (VIA)                                                ,,27/04/2018,
Qualità Urbana,Decoro e degrado urbano,3,CASALIS/GOFFREDO (VIA)                                                ,,27/04/2018,12.00
Qualità Urbana,Decoro e degrado urbano,5,ROCCAVIONE CONTE DI/(VIA)                                             ,,27/04/2018,12.26
Qualità Urbana,Decoro e degrado urbano,5,SOSPELLO/(VIA)                                                        ,,27/04/2018,13.10
Qualità Urbana,Decoro e degrado urbano,4,RISORGIMENTO/(PIAZZA)                                                 ,,28/04/2018,
Qualità Urbana,Decoro e degrado urbano,1,MONTEVECCHIO/RODOLFO (CORSO)                                          ,,29/04/2018,
Qualità Urbana,Decoro e degrado urbano,10,PORTONE/(STRADA DEL)                                                  ,,29/04/2018,
Qualità Urbana,Decoro e degrado urbano,3,VITTORIO EMANUELE II/(CORSO)                                          ,Area Verde,01/05/2018,
Qualità Urbana,Decoro e degrado urbano,1,GIOBERTI/VINCENZO (VIA)                                               ,,02/05/2018,
Qualità Urbana,Decoro e degrado urbano,5,SANSOVINO/ANDREA (VIA)                                                ,,02/05/2018,
Qualità Urbana,Decoro e degrado urbano,9,TRAIANO/(CORSO)                                                       ,,02/05/2018,09.35
Qualità Urbana,Decoro e degrado urbano,4,FRANCIA/(CORSO)                                                       ,Area Verde,02/05/2018,12.30
Qualità Urbana,Decoro e degrado urbano,7,BOCCACCIO/GIOVANNI (VIA)                                              ,,03/05/2018,
Qualità Urbana,Decoro e degrado urbano,2,GRAGLIA/(VIA)                                                         ,,03/05/2018,10.11
Qualità Urbana,Decoro e degrado urbano,4,EXILLES/(VIA)                                                         ,Area Verde,03/05/2018,10.31
Qualità Urbana,Decoro e degrado urbano,5,GROSSETO/(CORSO)                                                      ,,03/05/2018,10.54
Qualità Urbana,Decoro e degrado urbano,6,LEONCAVALLO/RUGGERO (VIA)                                             ,,04/05/2018,
Qualità Urbana,Decoro e degrado urbano,7,DAMIANO/LUIGI (VIA)                                                   ,,04/05/2018,
Qualità Urbana,Decoro e degrado urbano,8,CELLINI/BENVENUTO (VIA)                                               ,,04/05/2018,
Qualità Urbana,Decoro e degrado urbano,5,VENARIA/(VIA)                                                         ,,04/05/2018,10.19
Qualità Urbana,Decoro e degrado urbano,1,AMENDOLA/GIOVANNI (VIA)                                               ,,06/05/2018,
Qualità Urbana,Decoro e degrado urbano,3,BRACCINI/PAOLO (VIA)                                                  ,,07/05/2018,
Qualità Urbana,Decoro e degrado urbano,8,MICHELOTTI/IGNAZIO (PARCO)                                            ,,07/05/2018,
Qualità Urbana,Decoro e degrado urbano,9,ARDIGO'/ROBERTO (VIA)                                                 ,,07/05/2018,
Qualità Urbana,Decoro e degrado urbano,9,MARONCELLI/PIERO (CORSO)                                              ,,07/05/2018,
Qualità Urbana,Decoro e degrado urbano,9,OLIVERO/PIER DOMENICO (VIA)                                           ,,07/05/2018,
Qualità Urbana,Decoro e degrado urbano,4,BALME/(VIA)                                                           ,,07/05/2018,09.44
Qualità Urbana,Decoro e degrado urbano,6,GIULIO CESARE/(CORSO)                                                 ,,07/05/2018,10.39
Qualità Urbana,Decoro e degrado urbano,,,,09/05/2018,
Qualità Urbana,Decoro e degrado urbano,8,GENOVA/(VIA)                                                          ,,09/05/2018,
Qualità Urbana,Decoro e degrado urbano,7,BORGO DORA/(VIA)                                                      ,,09/05/2018,09.47
Qualità Urbana,Decoro e degrado urbano,6,TARANTO/(CORSO)                                                       ,,09/05/2018,11.16
Qualità Urbana,Decoro e degrado urbano,3,LIONE/(CORSO)                                                         ,Area Verde,09/05/2018,13.08
Qualità Urbana,Decoro e degrado urbano,,,,10/05/2018,
Qualità Urbana,Decoro e degrado urbano,2,POMA/CARLO (VIA)                                                      ,,10/05/2018,
Qualità Urbana,Decoro e degrado urbano,7,S. GIULIA/(VIA)                                                       ,,10/05/2018,
Qualità Urbana,Decoro e degrado urbano,1,PIGAFETTA/ANTONIO (VIA)                                               ,,10/05/2018,10.26
Qualità Urbana,Decoro e degrado urbano,2,MONTEZEMOLO/(VIA)                                                     ,,11/05/2018,09.52
Qualità Urbana,Decoro e degrado urbano,9,SPAZZAPAN/LUIGI (VIA)                                                 ,,13/05/2018,
Qualità Urbana,Decoro e degrado urbano,6,ALBERTI/LEON BATTISTA (VIA)                                           ,,14/05/2018,
Qualità Urbana,Decoro e degrado urbano,7,BUSCALIONI/CARLO MICHELE (VIA)                                        ,,14/05/2018,
Qualità Urbana,Decoro e degrado urbano,1,LAMARMORA/ALFONSO (VIA)                                               ,,15/05/2018,
Qualità Urbana,Decoro e degrado urbano,6,VERCELLI/(CORSO)                                                      ,,15/05/2018,
Qualità Urbana,Decoro e degrado urbano,,,Area Verde,16/05/2018,
Qualità Urbana,Decoro e degrado urbano,1,VITTORIO EMANUELE II/(CORSO)                                          ,,16/05/2018,
Qualità Urbana,Decoro e degrado urbano,5,REISS ROMOLI/GUGLIELMO (VIA)                                          ,,16/05/2018,
Qualità Urbana,Decoro e degrado urbano,2,SIRACUSA/(CORSO)                                                      ,,17/05/2018,
Qualità Urbana,Decoro e degrado urbano,5,LEMIE/(VIA)                                                           ,,17/05/2018,07.32
Qualità Urbana,Decoro e degrado urbano,9,GALIMBERTI/TANCREDI (PIAZZA)                                          ,Area Verde,18/05/2018,
Qualità Urbana,Decoro e degrado urbano,9,MARONCELLI/PIERO (CORSO)                                              ,,18/05/2018,
Qualità Urbana,Decoro e degrado urbano,5,CISI/ANDREA (VIA)                                                     ,,18/05/2018,10.05
Qualità Urbana,Decoro e degrado urbano,4,EXILLES/(VIA)                                                         ,,21/05/2018,
Qualità Urbana,Decoro e degrado urbano,5,NATTA/GIULIO (VIA)                                                    ,,21/05/2018,
Qualità Urbana,Decoro e degrado urbano,7,REPUBBLICA/(PIAZZA DELLA)                                             ,,21/05/2018,
Qualità Urbana,Decoro e degrado urbano,10,VIGLIANI/ONORATO (VIA)                                                ,,21/05/2018,
Qualità Urbana,Decoro e degrado urbano,1,CASTELLO/(PIAZZA)                                                     ,,22/05/2018,
Qualità Urbana,Decoro e degrado urbano,1,DONATI/VITALIANO (VIA)                                                ,,22/05/2018,
Qualità Urbana,Decoro e degrado urbano,6,PORTA/CARLO (VIA)                                                     ,,22/05/2018,11.37
Qualità Urbana,Decoro e degrado urbano,5,GLICINI/(VIA DELLE)                                                   ,,23/05/2018,
Qualità Urbana,Decoro e degrado urbano,6,LEGA/SILVESTRO (VIA)                                                  ,,23/05/2018,
Qualità Urbana,Decoro e degrado urbano,4,PINELLI/PIERDIONIGI (VIA)                                             ,,23/05/2018,10.11
Qualità Urbana,Decoro e degrado urbano,6,GIULIO CESARE/(CORSO)                                                 ,,23/05/2018,11.12
Qualità Urbana,Decoro e degrado urbano,4,GAMBA/ENRICO (CORSO)                                                  ,Area Verde,24/05/2018,
Qualità Urbana,Decoro e degrado urbano,9,TRAIANO/(CORSO)                                                       ,,24/05/2018,
Qualità Urbana,Decoro e degrado urbano,9,GIAMBONE/EUSEBIO (CORSO)                                              ,,24/05/2018,14.45
Qualità Urbana,Decoro e degrado urbano,9,ZINI/ZINO GIACOMO (VIA)                                               ,,25/05/2018,10.33
Qualità Urbana,Decoro e degrado urbano,2,CANONICA/PIETRO (VIA)                                                 ,,28/05/2018,
Qualità Urbana,Decoro e degrado urbano,3,ISSIGLIO/(VIA)                                                        ,,28/05/2018,
Qualità Urbana,Decoro e degrado urbano,6,BRANDIZZO/(VIA)                                                       ,,28/05/2018,
Qualità Urbana,Decoro e degrado urbano,1,S. CARLO/(PIAZZA)                                                     ,,29/05/2018,
Qualità Urbana,Decoro e degrado urbano,7,COLLETTA/PIETRO (LUNGO DORA)                                          ,,29/05/2018,
Qualità Urbana,Decoro e degrado urbano,2,MONFALCONE/(VIA)                                                      ,,30/05/2018,11.00
Qualità Urbana,Decoro e degrado urbano,1,DUCA DEGLI ABRUZZI/(CORSO)                                            ,,31/05/2018,
Qualità Urbana,Decoro e degrado urbano,3,QUARTO DEI MILLE/(VIA)                                                ,,31/05/2018,
Qualità Urbana,Decoro e degrado urbano,6,CERVINO/(VIA)                                                         ,,31/05/2018,
Qualità Urbana,Decoro e degrado urbano,1,FERRARIS/GALILEO (CORSO)                                              ,,01/06/2018,
Qualità Urbana,Decoro e degrado urbano,6,BRANDIZZO/(VIA)                                                       ,,01/06/2018,
Qualità Urbana,Decoro e degrado urbano,6,MONTANARO/(VIA)                                                       ,Area Verde,01/06/2018,
Qualità Urbana,Decoro e degrado urbano,8,MONFERRATO/(VIA)                                                      ,,01/06/2018,
Qualità Urbana,Decoro e degrado urbano,5,STRESA/(VIA)                                                          ,,01/06/2018,10.30
Qualità Urbana,Decoro e degrado urbano,1,VINZAGLIO/(CORSO)                                                     ,,04/06/2018,
Qualità Urbana,Decoro e degrado urbano,1,VIRGINIO/GIOVANNI (VIA)                                               ,,05/06/2018,
Qualità Urbana,Decoro e degrado urbano,5,SEGANTINI/GIOVANNI (VIA)                                              ,,05/06/2018,
Qualità Urbana,Decoro e degrado urbano,6,GIULIO CESARE/(CORSO)                                                 ,,05/06/2018,
Qualità Urbana,Decoro e degrado urbano,3,GERMANASCA/(VIA)                                                      ,,06/06/2018,
Qualità Urbana,Decoro e degrado urbano,6,CIMAROSA/DOMENICO (VIA)                                               ,,06/06/2018,
Qualità Urbana,Decoro e degrado urbano,7,AGRIGENTO/(LUNGO DORA)                                                ,,06/06/2018,
Qualità Urbana,Decoro e degrado urbano,7,CATANIA/(VIA)                                                         ,,06/06/2018,
Qualità Urbana,Decoro e degrado urbano,4,S. DONATO/(VIA)                                                       ,,06/06/2018,13.22
Qualità Urbana,Decoro e degrado urbano,4,CIBRARIO/LUIGI (VIA)                                                  ,,08/06/2018,
Qualità Urbana,Decoro e degrado urbano,9,GUALA/PIETRO FRANCESCO (VIA)                                          ,,08/06/2018,07.21
Qualità Urbana,Decoro e degrado urbano,6,ULIVI/(VIA DEGLI)                                                     ,,08/06/2018,08.45
Qualità Urbana,Decoro e degrado urbano,3,MONGINEVRO/(VIA)                                                      ,,08/06/2018,10.32
