WKT,C_COMP_MER,INDIRIZZ,CARRAIO,FRONTE,INSEGNA,ANNO_INI,MESE_INI,TIPO_MER,DESC_RIP,DETT_RIP,CAT_MER,PREVALEN,TIPO_LOC,MQ_TOT_L,MQ_TOT_V,TIPO_ADD,NOME_ADD,SEZCENS,ZONASTAT,NCIRCO,SEZ_ELET,CAP
"POINT (1396480.817 4990286.171)",CF,VIA ORMEA 12/D,No,No,,2016,4,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,135465,50,50,,NEGOZIO,337,09,8,0,10125
"POINT (1396327.336 4990147.954)",CF,VIA GIUSEPPE BARETTI 27 bis,No,No,,2015,12,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Pasticceria,S,134451,68,29,,NEGOZIO,349,09,8,733,10125
"POINT (1396480.817 4990286.171)",CF,VIA ORMEA 12/D,No,No,,2016,4,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,N,135465,50,50,,NEGOZIO,337,09,8,0,10125
"POINT (1396360.344 4990116.777)",EP,VIA GIUSEPPE BARETTI 34/B,No,No,,1981,11,ALTRO,Somministrazione,B,Nessuna,,41672,73,,N,,356,09,8,0,10125
"POINT (1395905.922 4990286.181)",CF,VIA NIZZA 29/H,No,No,,2004,1,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Tabacchi,S,27311,20,.,,NEGOZIO,351,09,8,0,10125
"POINT (1396106.416 4990691.247)",CF,VIA NIZZA 1,Si,No,,2006,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,64525,230,230,N,NEGOZIO,318,09,8,724,10125
"POINT (1396106.416 4990691.247)",CF,VIA NIZZA 1,Si,No,,2006,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,N,64525,230,230,N,NEGOZIO,318,09,8,724,10125
"POINT (1396088.016 4990656.52)",CF,VIA NIZZA 3/G,No,No,,2014,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Telefonia,S,131410,20,18,,,318,09,8,0,10125
"POINT (1396088.016 4990656.52)",CF,VIA NIZZA 3/G,No,No,,2005,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Audiovisivi,S,39706,.,10,N,,318,09,8,0,10125
"POINT (1396089.349 4990659.036)",CF,VIA NIZZA 3,No,No,,2011,4,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari annessi ad altra attivita,S,2288,90,40,N,NEGOZIO,318,09,8,724,10125
"POINT (1396089.349 4990659.036)",CF,VIA NIZZA 3,No,No,,2009,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,109618,92,92,N,NEGOZIO,318,09,8,724,10125
"POINT (1396089.349 4990659.036)",CF,VIA NIZZA 3,No,No,,2004,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,35303,42,.,,NEGOZIO,318,09,8,724,10125
"POINT (1396062.969 4990610.08)",CF,VIA NIZZA 7,No,No,,2017,2,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,137730,40,35,,NEGOZIO,325,09,8,724,10125
"POINT (1396062.969 4990610.08)",CF,VIA NIZZA 7,No,No,,2017,2,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,137730,40,35,,NEGOZIO,325,09,8,724,10125
"POINT (1396062.969 4990610.08)",CF,VIA NIZZA 7,No,No,,2012,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,119875,140,130,,NEGOZIO,325,09,8,724,10125
"POINT (1396053.795 4990593.609)",CF,VIA NIZZA 9,Si,No,,2015,9,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,133652,50,50,,NEGOZIO,325,09,8,724,10125
"POINT (1396053.795 4990593.609)",CF,VIA NIZZA 9,Si,No,,2013,3,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Pizza al taglio,S,124885,81,39,,NEGOZIO,325,09,8,724,10125
"POINT (1396053.795 4990593.609)",CF,VIA NIZZA 9,Si,No,,2011,3,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,S,115040,101,39,,NEGOZIO,325,09,8,724,10125
"POINT (1396017.341 4990524.726)",CF,VIA NIZZA 13/F,No,No,,2012,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Telefonia,S,119555,50,50,,NEGOZIO,332,09,8,0,10125
"POINT (1396167.002 4990219.267)",CF,VIA GIUSEPPE BARETTI 14/B,No,No,,2008,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Fiori e piante,S,103327,40,25,N,NEGOZIO,354,09,8,0,10125
"POINT (1396127.243 4990418.271)",CF,VIA CLAUDIO LUIGI BERTHOLLET 11,Si,No,,2011,9,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,117050,62,59,,NEGOZIO,334,09,8,724,10125
"POINT (1396307.443 4990309.499)",CF,VIA CLAUDIO LUIGI BERTHOLLET 22/C,No,No,,2002,12,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Pescheria,S,15426,28,.,N,NEGOZIO,343,09,8,0,10125
"POINT (1395894.031 4990197.483)",CF,CORSO GUGLIELMO MARCONI 1,Si,No,,2013,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Elettronica,S,125050,45,30,,NEGOZIO,351,09,8,730,10125
"POINT (1395894.031 4990197.483)",CF,CORSO GUGLIELMO MARCONI 1,Si,No,,2007,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Phone center,S,114617,.,35,,,351,09,8,730,10125
"POINT (1395905.913 4990168.849)",CF,CORSO GUGLIELMO MARCONI 3/E,No,No,,2001,5,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Non alimentari generici,S,17653,9,.,,NEGOZIO,351,09,8,0,10125
"POINT (1395903.688 4990181.155)",EP,CORSO GUGLIELMO MARCONI 3,Si,No,,1997,7,ALTRO,Somministrazione,A+B,Nessuna,,48328,111,,N,,351,09,8,730,10125
"POINT (1396106.218 4990148.97)",EP,VIA S. ANSELMO 38/E,No,No,,2008,11,ALTRO,Somministrazione,A,Nessuna,,51079,81,,N,,353,09,8,0,10125
"POINT (1395903.688 4990181.155)",CF,CORSO GUGLIELMO MARCONI 3,Si,No,,2000,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,28200,60,.,,NEGOZIO,351,09,8,730,10125
"POINT (1395903.688 4990181.155)",CF,CORSO GUGLIELMO MARCONI 3,Si,No,,2001,9,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Vendita non esclusiva di giornali,S,17652,1,.,N,NEGOZIO,351,09,8,730,10125
"POINT (1395903.688 4990181.155)",CF,CORSO GUGLIELMO MARCONI 3,Si,No,,1993,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,5658,65,.,,NEGOZIO,351,09,8,730,10125
"POINT (1396150.965 4990679.886)",CF,VIA SALUZZO 1/C,No,No,,2015,5,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Enoteca,S,132861,52,20,,NEGOZIO,319,09,8,0,10125
"POINT (1396290.297 4990236.418)",CF,VIA SILVIO PELLICO 14,Si,No,,2014,9,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Gastronomia,S,130207,70,28,,NEGOZIO,348,09,8,728,10125
"POINT (1396371.849 4990193.188)",EP,VIA SILVIO PELLICO 18/F,No,No,,2016,12,.,Somministrazione,B,Nessuna,,113905,45,,,,349,09,8,0,10125
"POINT (1396464.257 4990157.622)",AE,VIA SILVIO PELLICO 23/B,No,No,,2015,10,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,134081,39,.,,,345,09,8,0,10125
"POINT (1396494.864 4990141.573)",CF,VIA SILVIO PELLICO 29,No,No,,1984,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,18653,90,.,N,NEGOZIO,345,09,8,734,10125
"POINT (1396494.864 4990141.573)",CF,VIA SILVIO PELLICO 29,No,No,,1984,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Vendita al dettaglio di cose antiche ed usate,N,18653,90,.,N,NEGOZIO,345,09,8,734,10125
"POINT (1395897.909 4990259.376)",CF,VIA NIZZA 31,Si,No,,2010,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Ricambi auto e accessori,S,111029,250,120,,NEGOZIO,351,09,8,730,10125
"POINT (1395889.598 4990231.118)",EP,VIA NIZZA 33,Si,No,,2001,12,ALTRO,Somministrazione,B,Nessuna,,53296,32,,,,351,09,8,730,10125
"POINT (1395889.598 4990231.118)",CF,VIA NIZZA 33,Si,No,,2014,9,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,130318,40,30,,,351,09,8,730,10125
"POINT (1395889.598 4990231.118)",CF,VIA NIZZA 33,Si,No,,2007,5,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Casalinghi - Igiene casa e persona,S,38719,90,80,N,NEGOZIO,351,09,8,730,10125
"POINT (1396150.388 4990310.867)",EP,VIA SILVIO PELLICO 2/F,No,No,,2005,2,ALTRO,Somministrazione,B,Nessuna,,57025,50,,N,,346,09,8,0,10125
"POINT (1396166.387 4990301.892)",EP,VIA SILVIO PELLICO 2 bis/A,No,No,,2005,4,ALTRO,Somministrazione,A,Nessuna,,57135,125,,N,,347,09,8,0,10125
"POINT (1396175.059 4990297.303)",EP,VIA SILVIO PELLICO 2 bis,No,No,,2016,2,.,Somministrazione,U,Nessuna,,126242,50,,,,347,09,8,728,10125
"POINT (1396187.029 4990290.968)",EP,VIA SILVIO PELLICO 4/A,No,No,,2001,2,ALTRO,DIA di somministrazione,nei circoli,Nessuna,,52329,38,,,,347,09,8,0,10125
"POINT (1396191.302 4990288.707)",CF,VIA SILVIO PELLICO 4,Si,No,,2017,12,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,137870,45,23,,NEGOZIO,347,09,8,728,10125
"POINT (1396276.517 4990256.841)",CF,VIA SILVIO PELLICO 9,Si,No,,1993,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,108482,50,25,N,,343,09,8,728,10125
"POINT (1396338.129 4990449.775)",CF,VIA PRINCIPE TOMMASO 5,No,No,,2001,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,2907,27,.,,NEGOZIO,329,09,8,727,10125
"POINT (1396010.021 4990511.072)",CF,VIA NIZZA 15,No,No,,2015,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Farmacia,S,39173,56,30,,NEGOZIO,332,09,8,725,10125
"POINT (1396010.021 4990511.072)",CF,VIA NIZZA 15,No,No,,2015,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,39173,56,30,,NEGOZIO,332,09,8,725,10125
"POINT (1396007.551 4990506.466)",CF,VIA NIZZA 17/A,No,No,,2013,8,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Tabacchi,S,113883,40,15,,NEGOZIO,332,09,8,0,10125
"POINT (1396007.551 4990506.466)",CF,VIA NIZZA 17/A,No,No,,2013,8,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,113883,40,15,,NEGOZIO,332,09,8,0,10125
"POINT (1396007.551 4990506.466)",CF,VIA NIZZA 17/A,No,No,,2013,8,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,99,N,113883,40,15,,NEGOZIO,332,09,8,0,10125
"POINT (1396003.227 4990498.401)",CF,VIA NIZZA 17/D,No,No,,2000,9,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,36864,74,.,,NEGOZIO,332,09,8,0,10125
"POINT (1396356.463 4990352.697)",CF,PIAZZA MADAMA CRISTINA 4/A,No,No,,2014,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Tabacchi,S,17504,18,18,,NEGOZIO,336,09,8,0,10125
"POINT (1396356.463 4990352.697)",CF,PIAZZA MADAMA CRISTINA 4/A,No,No,,2014,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,99,N,17504,18,18,,NEGOZIO,336,09,8,0,10125
"POINT (1396356.463 4990352.697)",CF,PIAZZA MADAMA CRISTINA 4/A,No,No,,2014,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,17504,18,18,,NEGOZIO,336,09,8,0,10125
"POINT (1396352.385 4990344.824)",CF,PIAZZA MADAMA CRISTINA 4/D,No,No,,2017,6,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Audiovisivi,S,138664,31,16,,NEGOZIO,336,09,8,0,10125
"POINT (1396352.385 4990344.824)",CF,PIAZZA MADAMA CRISTINA 4/D,No,No,,2017,6,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Vendita al dettaglio di cose antiche ed usate,N,138664,31,16,,NEGOZIO,336,09,8,0,10125
"POINT (1396352.385 4990344.824)",CF,PIAZZA MADAMA CRISTINA 4/D,No,No,,2013,1,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Pizza al taglio,S,123549,17,17,,NEGOZIO,336,09,8,0,10125
"POINT (1396405.675 4990321.045)",CF,PIAZZA MADAMA CRISTINA 5/A,No,No,,2017,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mista,S,138730,60,40,,NEGOZIO,337,09,8,0,10125
"POINT (1396005.631 4990502.885)",CF,VIA NIZZA 17,Si,No,,2002,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Elettronica,S,27105,70,.,,NEGOZIO,332,09,8,725,10125
"POINT (1396403.04 4990315.68)",EP,PIAZZA MADAMA CRISTINA 5,Si,No,,1994,7,ALTRO,Somministrazione,A,Nessuna,,45590,52,,N,,337,09,8,731,10125
"POINT (1395972.814 4990454.667)",CF,VIA NIZZA 19/A,No,No,,2001,6,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,14179,170,.,,NEGOZIO,339,09,8,0,10125
"POINT (1396343.466 4990327.459)",CF,PIAZZA MADAMA CRISTINA 8,Si,No,,2006,1,EXTRALIMENTARI,FORME SPECIALI DI VENDITA,Vend.dettaglio a domicilio,Extralimentari,S,66997,.,.,N,,336,09,8,728,10125
"POINT (1395950.059 4990411.441)",CF,VIA NIZZA 21/F,No,No,,2004,1,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Gastronomia,S,16020,52,52,N,NEGOZIO,339,09,8,0,10125
"POINT (1395946.207 4990404.124)",EP,VIA NIZZA 23/B,No,No,,2017,8,.,Somministrazione,U,Nessuna,,114298,29,,,,339,09,8,0,10125
"POINT (1395941.947 4990396.035)",EP,VIA NIZZA 23,Si,No,,2016,5,ALTRO,DIA di somministrazione,nei circoli,Nessuna,,135476,67,,,,339,09,8,725,10125
"POINT (1395941.947 4990396.035)",EP,VIA NIZZA 23,Si,No,,2015,4,.,Somministrazione,B,Nessuna,,48939,46,,,,339,09,8,725,10125
"POINT (1395941.947 4990396.035)",CF,VIA NIZZA 23,Si,No,,2012,6,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Autoveicoli e motoveicoli,S,121932,50,50,,NEGOZIO,339,09,8,725,10125
"POINT (1395941.947 4990396.035)",CF,VIA NIZZA 23,Si,No,,2012,6,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Vendita al dettaglio di cose antiche ed usate,N,121932,50,50,,NEGOZIO,339,09,8,725,10125
"POINT (1395941.947 4990396.035)",CF,VIA NIZZA 23,Si,No,,2010,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Autoveicoli e motoveicoli,S,111224,80,80,,NEGOZIO,339,09,8,725,10125
"POINT (1395941.947 4990396.035)",CF,VIA NIZZA 23,Si,No,,2010,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Vendita al dettaglio di cose antiche ed usate,N,111224,80,80,,NEGOZIO,339,09,8,725,10125
"POINT (1395941.947 4990396.035)",CF,VIA NIZZA 23,Si,No,,1989,6,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,8221,82,.,,NEGOZIO,339,09,8,725,10125
"POINT (1395932.662 4990376.382)",EP,VIA NIZZA 25/B,No,No,,2014,7,ALTRO,Somministrazione,U,Nessuna,,129591,10,,,,339,09,8,0,10125
"POINT (1395932.662 4990376.382)",CF,VIA NIZZA 25/B,No,No,,2014,5,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Gastronomia,S,129091,.,10,,,339,09,8,0,10125
"POINT (1395925.197 4990351.206)",CF,VIA NIZZA 27/B,No,No,,2013,9,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,126667,200,2,,NEGOZIO,339,09,8,0,10125
"POINT (1395921.853 4990339.95)",CF,VIA NIZZA 27,Si,No,,2010,3,EXTRALIMENTARI,FORME SPECIALI DI VENDITA,Vend.dettaglio a mezzo apparecchi autom.,Extralimentari,S,111657,.,.,,,339,09,8,725,10125
"POINT (1395921.853 4990339.95)",CF,VIA NIZZA 27,Si,No,,1994,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Farmacia,S,26325,70,.,,NEGOZIO,339,09,8,725,10125
"POINT (1395910.346 4990301.107)",EP,VIA NIZZA 29/D,No,No,,2010,11,.,Somministrazione,D,Nessuna,,47297,31,,N,,351,09,8,0,10125
"POINT (1395905.035 4990283.192)",EP,VIA NIZZA 29/I,No,No,,2011,11,ALTRO,Somministrazione,U,Nessuna,,117943,19,,,,351,09,8,0,10125
"POINT (1395905.035 4990283.192)",CF,VIA NIZZA 29/I,No,No,,2012,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mista,S,122543,41,7,,NEGOZIO,351,09,8,0,10125
"POINT (1395908.568 4990295.108)",EP,VIA NIZZA 29,Si,No,,2017,5,ALTRO,Somministrazione,U,Nessuna,,138234,54,,,,351,09,8,730,10125
"POINT (1395908.568 4990295.108)",EP,VIA NIZZA 29,Si,No,,2017,2,.,Somministrazione,A,Nessuna,,54189,27,,N,,351,09,8,730,10125
"POINT (1395908.568 4990295.108)",EP,VIA NIZZA 29,Si,No,,1980,3,ALTRO,Somministrazione,B,Nessuna,,41523,100,,N,,351,09,8,730,10125
"POINT (1395908.568 4990295.108)",CF,VIA NIZZA 29,Si,No,,2016,4,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,S,135555,29,2,,,351,09,8,730,10125
"POINT (1396109.036 4990696.191)",CF,VIA NIZZA 1/C,No,No,,2002,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Cartolerie,S,18466,20,.,,NEGOZIO,318,09,8,0,10125
"POINT (1396416.85 4990342.687)",CF,PIAZZA MADAMA CRISTINA 1/E,No,No,,2005,7,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Non alimentari generici,S,27246,68,.,N,NEGOZIO,337,09,8,0,10125
"POINT (1396369.304 4990377.488)",CF,PIAZZA MADAMA CRISTINA 2,Si,No,,2009,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Profumeria,S,108038,155,115,N,NEGOZIO,336,09,8,728,10125
"POINT (1396360.851 4990361.167)",CF,PIAZZA MADAMA CRISTINA 2 bis/D,No,No,,2015,10,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,217,S,133973,55,37,,NEGOZIO,336,09,8,0,10125
"POINT (1396452.796 4990350.151)",CF,VIA BERNARDINO GALLIARI 24,No,No,,2010,7,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,32650,78,45,,NEGOZIO,337,09,8,731,10125
"POINT (1396363.194 4990365.692)",CF,PIAZZA MADAMA CRISTINA 2 bis,Si,No,,2017,5,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Gastronomia,S,138507,25,20,,NEGOZIO,336,09,8,728,10125
"POINT (1396456.651 4990348.119)",EP,VIA BERNARDINO GALLIARI 24 bis,Si,No,,2012,12,ALTRO,Somministrazione,U,Nessuna,,123774,21,,,,337,09,8,731,10125
"POINT (1396363.194 4990365.692)",CF,PIAZZA MADAMA CRISTINA 2 bis,Si,No,,2015,6,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,S,133092,8,7,,NEGOZIO,336,09,8,728,10125
"POINT (1396456.651 4990348.119)",CF,VIA BERNARDINO GALLIARI 24 bis,Si,No,,2012,11,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,123712,61,9,,NEGOZIO,337,09,8,731,10125
"POINT (1396363.194 4990365.692)",CF,PIAZZA MADAMA CRISTINA 2 bis,Si,No,,2015,6,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,133092,8,7,,NEGOZIO,336,09,8,728,10125
"POINT (1395926.321 4990310.021)",CF,VIA GIUSEPPE BARETTI 2/E,No,No,,2015,4,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Panificio,S,132803,57,30,,NEGOZIO,351,09,8,0,10125
"POINT (1396363.194 4990365.692)",CF,PIAZZA MADAMA CRISTINA 2 bis,Si,No,,2010,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,113597,60,50,,NEGOZIO,336,09,8,728,10125
"POINT (1396449.16 4990365.267)",CF,VIA BERNARDINO GALLIARI 25/A,No,No,,2003,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Non alimentari generici,S,14666,30,.,N,NEGOZIO,330,09,8,731,10125
"POINT (1396456.524 4990361.391)",EP,VIA BERNARDINO GALLIARI 25,Si,No,,2016,9,.,Somministrazione,A,Nessuna,,57788,70,,N,,330,09,8,731,10125
"POINT (1396456.524 4990361.391)",AE,VIA BERNARDINO GALLIARI 25,Si,No,,2009,3,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,107595,45,.,N,,330,09,8,731,10125
"POINT (1396456.524 4990361.391)",CF,VIA BERNARDINO GALLIARI 25,Si,No,,2017,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,137857,.,.,,,330,09,8,731,10125
"POINT (1396473.892 4990339.029)",CF,VIA BERNARDINO GALLIARI 26/C,No,No,,2015,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Articoli pr la casa,S,131566,64,52,,NEGOZIO,337,09,8,0,10125
"POINT (1396496.346 4990327.19)",CF,VIA BERNARDINO GALLIARI 28/D,No,No,,2011,9,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,116892,36,15,,NEGOZIO,337,09,8,0,10125
"POINT (1396503.372 4990336.732)",EP,VIA BERNARDINO GALLIARI 29/F,No,No,,2007,4,ALTRO,Somministrazione,U,Nessuna,,100227,85,,N,,330,09,8,0,10125
"POINT (1396503.372 4990336.732)",CF,VIA BERNARDINO GALLIARI 29/F,No,No,,1994,4,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,17833,39,.,,NEGOZIO,330,09,8,0,10125
"POINT (1396551.551 4990297.726)",EP,VIA BERNARDINO GALLIARI 30,No,No,,2014,9,ALTRO,DIA di somministrazione,"in scuole, ospedali, comunita religiose, caserme",Nessuna,,130161,.,,,,338,09,8,734,10125
"POINT (1396068.96 4990177.822)",EP,VIA BELFIORE 15/E,No,No,,2015,12,.,Somministrazione,A,Nessuna,,112656,55,,,,353,09,8,0,10125
"POINT (1396284.398 4990598.752)",EP,VIA S. ANSELMO 2,Si,No,,1992,2,ALTRO,Somministrazione,B,Nessuna,,44167,43,,N,,320,09,8,726,10125
"POINT (1396266.984 4990564.96)",EP,VIA S. ANSELMO 4/F,No,No,,2016,4,ALTRO,Somministrazione,U,Nessuna,,135171,75,,,,320,09,8,0,10125
"POINT (1396266.984 4990564.96)",CF,VIA S. ANSELMO 4/F,No,No,,2012,9,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,123093,148,20,,NEGOZIO,320,09,8,0,10125
"POINT (1396125.614 4990499.378)",EP,VIA GOITO 10/F,No,No,,1999,4,ALTRO,DIA di somministrazione,nei circoli,Nessuna,,50562,133,,,,333,09,8,0,10125
"POINT (1396205.622 4990394.203)",EP,VIA S. ANSELMO 13 scala A,No,No,,2014,7,ALTRO,Somministrazione,U,Nessuna,,129512,65,,,,335,09,8,728,10125
"POINT (1396201.817 4990411.736)",CF,VIA S. ANSELMO 13/B,No,No,,2009,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Phone center,S,99331,45,4,N,NEGOZIO,335,09,8,0,10125
"POINT (1396154.339 4990272.491)",CF,VIA S. ANSELMO 19 bis/E,No,No,,1991,5,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Non alimentari annessi ad altre attivita,S,6710,25,.,,NEGOZIO,347,09,8,0,10125
"POINT (1396170.859 4990371.244)",EP,VIA S. ANSELMO 20/C,No,No,,2012,4,ALTRO,Somministrazione,U,Nessuna,,120992,23,,,,341,09,8,0,10125
"POINT (1396363.064 4990525.227)",EP,VIA PRINCIPE TOMMASO 2 bis/B,No,No,,2010,8,.,Somministrazione,A,Nessuna,,46675,82,,N,,321,09,8,0,10125
